Similarity,File 1,File 2,Time 1,Time 1 End,Period 1,Culture 1,Region 1,Time 2,Time 2 End,Period 2,Culture 2,Region 2
0.6175,egypt_19th_5,levant_14-12_3,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.6175,egypt_4thd_15,sm_22_9,-2600,-2500,Old Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.6175,egypt_12thC_19,egypt_18d_61,-1200,-1100,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.615,egypt_19th_5,ramsesII,-1300,-1200,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.615,egypt19thc_4,sm_22_7,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.615,egypt_18d_44,egypt_18d_61,-1500,-1400,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.6125,SM_22cbce_3,egypt_19th_dynasty_2,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.6125,egypt_19th_5,egypt_4thd_15,-1300,-1200,New Kingdom,Egyptian,Egypt,-2600,-2500,Old Kingdom,Egyptian,Egypt
0.6125,egypt13c_3,egypt19thc_4,-1300,-1200,New Kingdom,Egyptian,Egypt,-1900,-1800,Middle Kingdom,Egyptian,Egypt
0.6125,diayla_9,ramsesII,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.6125,egypt_13th_century,egypt_18d_44,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.6125,diayla_9,egypt13c_3,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.6125,egypt_18d_44,egypt_19_5,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.6125,egypt5d_31,ramsesII,-2600,-2400,Old Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.61,egypt_19th_5,indus1,-1300,-1200,New Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.61,anatolia_14_3,egypt_6_1,-1400,-1300,Late Bronze,Hittite,Anatolia,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.61,egypt5d_31,levant_14-12_3,-2600,-2400,Old Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.61,egypt13c_3,egypt_19th_5,-1300,-1200,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.61,egypt_13th_century,indus3,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.6075,ramsesII,sm_22_7,-1300,-1200,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.6075,egypt_19th_5,indus3,-1300,-1200,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.6075,SM_22cbce_3,sm_22_7,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.6075,egypt_18d_44,indus3,-1500,-1400,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.6075,egypt_19th_5,thutmosesIII-1,-1300,-1200,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.6075,egypt_12dynasty_7,indus3,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.6075,egypt13c_3,indus3,-1300,-1200,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.6075,egypt_18_34,egypt_19_5,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.6075,egypt_12d_9,egypt_12dynasty_7,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.6075,egypt13c_3,levant_14-12_3,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.6075,egypt_18th_1,sm_22_9,-1600,-1300,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.605,SM_22cbce_3,egypt_18_34,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1500,-1400,New Kingdom,Egyptian,Egypt
0.605,egypt13c_3,egypt_18d_61,-1300,-1200,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.605,egypt_12d_9,thutmosesIII-1,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.605,egypt13c_3,egypt_6_1,-1300,-1200,New Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.605,egypt_18th_1,thutmosesIII-1,-1600,-1300,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.605,anatolia_14_3,ramsesII,-1400,-1300,Late Bronze,Hittite,Anatolia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.605,egypt_12thC_19,levant_14-12_3,-1200,-1100,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.605,egypt_18th_dynasty7_1,sm_22_7,-1600,-1300,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.6025,SM_22cbce_2,egypt_5th_dynasty1,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2500,-2300,Old Kingdom,Egyptian,Egypt
0.6025,egypt_18d_44,egypt_18th_1,-1500,-1400,New Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.6025,egypt5d_31,sm_22_9,-2600,-2400,Old Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.6025,egypt13c_3,sm_22_7,-1300,-1200,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.6025,egypt_3rd_dynasty6,egypt_5th_dynasty1,-2700,-2600,Old Kingdom,Egyptian,Egypt,-2500,-2300,Old Kingdom,Egyptian,Egypt
0.6025,egypt13c_3,egypt_18th_1,-1300,-1200,New Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.6025,egypt_13th_century,ramsesII,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.6025,egypt_18_34,egypt_4thd_15,-1500,-1400,New Kingdom,Egyptian,Egypt,-2600,-2500,Old Kingdom,Egyptian,Egypt
0.6,egypt5d_31,egypt_12d_9,-2600,-2400,Old Kingdom,Egyptian,Egypt,-1900,-1800,Middle Kingdom,Egyptian,Egypt
0.6,egypt_18_34,egypt_18d_61,-1500,-1400,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.6,indus3,levant_14-12_3,-2500,-2000,Harappan,Indus,India-Pakistan,-1400,-1200,Late Bronze,Canaanite,Levant
0.6,egypt_18_34,egypt_6_1,-1500,-1400,New Kingdom,Egyptian,Egypt,-2400,-2200,Old Kingdom,Egyptian,Egypt
0.6,diayla_9,sm_22_7,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.6,SM_22cbce_3,egypt_18d_44,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1500,-1400,New Kingdom,Egyptian,Egypt
0.6,egypt_12d_9,egypt_19_5,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5975,egypt_12d_9,egypt_19th_5,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5975,egypt_13th_century,egypt_18_34,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5975,egypt_12thC_19,ramsesII,-1200,-1100,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5975,egypt_18d_44,susa2,-1500,-1400,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5975,ebla11,ebla5,-2600,-2400,Early Bronze Age,Ebla,Levant,-2600,-2400,Early Bronze Age,Ebla,Levant
0.5975,Wasit63,egypt_5th_dynasty1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2500,-2300,Old Kingdom,Egyptian,Egypt
0.595,egypt_19_5,egypt_4thd_15,-1300,-1200,New Kingdom,Egyptian,Egypt,-2600,-2500,Old Kingdom,Egyptian,Egypt
0.595,egypt_12dynasty_7,ramsesII,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.595,diayla_9,egypt5d_31,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2600,-2400,Old Kingdom,Egyptian,Egypt
0.595,egypt5d_31,egypt_12thC_19,-2600,-2400,Old Kingdom,Egyptian,Egypt,-1200,-1100,New Kingdom,Egyptian,Egypt
0.595,egypt_4thd_15,indus3,-2600,-2500,Old Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.5925,egypt_19th_5,susa2,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5925,egypt_4thd_15,ramsesII,-2600,-2500,Old Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5925,egypt19thc_4,ramsesII,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5925,Diyala53,diayla_9,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia
0.5925,Mari1a,egypt_13th_century,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-1300,-1200,Middle Kingdom,Egyptian,Egypt
0.5925,SM_22cbce_3,egypt_12thC_19,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1200,-1100,New Kingdom,Egyptian,Egypt
0.5925,egypt_12thC_19,egypt_18_34,-1200,-1100,New Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5925,egypt_12dynasty_7,egypt_19th_dynasty_2,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5925,SM_22cbce_2,ebla11,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2600,-2400,Early Bronze Age,Ebla,Levant
0.59,sm_22_9,susa1,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1400,-1100,Late Bronze Age,Elamite,Iran
0.59,egypt_18d_61,egypt_19th_5,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.59,anatolia_14_3,egypt_18d_44,-1400,-1300,Late Bronze,Hittite,Anatolia,-1500,-1400,New Kingdom,Egyptian,Egypt
0.59,egypt_12dynasty_7,sm_22_9,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.59,egypt19thc_4,egypt5d_31,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2600,-2400,Old Kingdom,Egyptian,Egypt
0.59,Diyala55,ebla5,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2600,-2400,Early Bronze Age,Ebla,Levant
0.59,egypt_12d_9,egypt_12thC_19,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1200,-1100,New Kingdom,Egyptian,Egypt
0.59,egypt_18d_44,egypt_19th_5,-1500,-1400,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5875,egypt_18th_1,egypt_3rd_dynasty6,-1600,-1300,New Kingdom,Egyptian,Egypt,-2700,-2600,Old Kingdom,Egyptian,Egypt
0.5875,SM_22cbce_3,egypt_12d_9,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1900,-1800,Middle Kingdom,Egyptian,Egypt
0.5875,Diyala53,egypt_12thC_19,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1200,-1100,New Kingdom,Egyptian,Egypt
0.5875,egypt13c_3,egypt_13th_century,-1300,-1200,New Kingdom,Egyptian,Egypt,-1300,-1200,Middle Kingdom,Egyptian,Egypt
0.5875,egypt_12d_9,egypt_18d_44,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.585,egypt_13th_century,levant_14-12_3,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.585,Diyala55,SM_22cbce_4,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.585,egypt_3rd_dynasty6,hazor-lb-1,-2700,-2600,Old Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.585,egypt_12d_9,sm_22_7,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.585,egypt13c_3,sm_22_9,-1300,-1200,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.585,egypt13c_3,susa1,-1300,-1200,New Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.585,indus2,khafaji3,-2200,-1900,Harappan,Indus,India-Pakistan,-2800,-2600,Early Dynastic Period,Southern Mesopotamian,Mesopotamia
0.585,indus1,levant_1400-1200BC_2,-2200,-1900,Harappan,Indus,India-Pakistan,-1400,-1200,Late Bronze,Canaanite,Levant
0.585,egypt5d_31,egypt_19_5,-2600,-2400,Old Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.585,egypt5d_31,susa2,-2600,-2400,Old Kingdom,Egyptian,Egypt,-1400,-1100,Late Bronze Age,Elamite,Iran
0.585,SM_22cbce_3,ramsesII,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1300,-1200,New Kingdom,Egyptian,Egypt
0.5825,diayla_9,egypt_18d_44,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5825,egypt_18d_61,egypt_18th_1,-1500,-1400,New Kingdom,Egyptian,Egypt,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5825,egypt13c_3,egypt_12d_9,-1300,-1200,New Kingdom,Egyptian,Egypt,-1900,-1800,Middle Kingdom,Egyptian,Egypt
0.5825,egypt_4thd_15,idrimi,-2600,-2500,Old Kingdom,Egyptian,Egypt,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.5825,egypt_5th_dynasty1,hazor-lb-1,-2500,-2300,Old Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.5825,egypt_18th_dynasty7_1,egypt_3rd_dynasty6,-1600,-1300,New Kingdom,Egyptian,Egypt,-2700,-2600,Old Kingdom,Egyptian,Egypt
0.5825,egypt_12dynasty_7,thutmosesIII-1,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1500,-1400,New Kingdom,Egyptian,Egypt
0.5825,egypt_18th_dynasty7_1,idrimi,-1600,-1300,New Kingdom,Egyptian,Egypt,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.5825,egypt_13th_century,indus1,-1300,-1200,Middle Kingdom,Egyptian,Egypt,-2200,-1900,Harappan,Indus,India-Pakistan
0.5825,anatolia_14_3,egypt5d_31,-1400,-1300,Late Bronze,Hittite,Anatolia,-2600,-2400,Old Kingdom,Egyptian,Egypt
0.58,SM_22cbce_3,egypt_18d_61,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1500,-1400,New Kingdom,Egyptian,Egypt
0.58,Mari1a,sm_22_9,-2500,-2300,Early Dynastic,Mari,Mesopotamia,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.58,egypt_12d_9,egypt_4thd_15,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2600,-2500,Old Kingdom,Egyptian,Egypt
0.58,egypt_12thC_19,indus3,-1200,-1100,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.58,egypt_4thd_15,levant_14-12_3,-2600,-2500,Old Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.58,SM_22cbce_3,egypt_12dynasty_7,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-2000,-1800,Middle Kingdom,Egyptian,Egypt
0.58,egypt_18d_44,levant_1400-1200BC_2,-1500,-1400,New Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
0.58,idrimi,sm_22_9,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.58,egypt_3rd_dynasty6,ramsesII,-2700,-2600,Old Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.58,egypt_12thC_19,egypt_19th_dynasty_2,-1200,-1100,New Kingdom,Egyptian,Egypt,-1300,-1200,New Kingdom,Egyptian,Egypt
0.58,ebla5,levant_1400-1200BC_2,-2600,-2400,Early Bronze Age,Ebla,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.58,egypt_18d_61,sm_22_9,-1500,-1400,New Kingdom,Egyptian,Egypt,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia
0.58,SM_22cbce_2,idrimi,-2300,-2100,Akkadian-Ur III,Sumerian,Mesopotamia,-1500,-1400,Mittani,Mittani,Mesopotamia/Levant
0.5775,amorite_1,canaanit_61,-1800,-1600,Middle Bronze Age,Amorite,Levant,-1400,-1200,Late Bronze,Canaanite,Levant
0.5775,Diyala56,egypt_18th_dynasty7_1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1600,-1300,New Kingdom,Egyptian,Egypt
0.5775,indus1,susa2,-2200,-1900,Harappan,Indus,India-Pakistan,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5775,egypt_12d_9,egypt_3rd_dynasty6,-1900,-1800,Middle Kingdom,Egyptian,Egypt,-2700,-2600,Old Kingdom,Egyptian,Egypt
0.5775,egypt_18d_61,indus3,-1500,-1400,New Kingdom,Egyptian,Egypt,-2500,-2000,Harappan,Indus,India-Pakistan
0.5775,diayla_9,susa1,-2700,-2500,Early Dynastic,Sumerian,Mesopotamia,-1400,-1100,Late Bronze Age,Elamite,Iran
0.5775,egypt_12dynasty_7,levant_14-12_3,-2000,-1800,Middle Kingdom,Egyptian,Egypt,-1400,-1200,Late Bronze,Canaanite,Levant
